invoice_number,invoice_date,invoice_type,direction,product_code,product_name,quantity,unit_price,total_value,partner_cui,partner_name,linked_invoice
FC1817,2025-06-02,factura,issued,P010,Bolt piston 80mm,17,19.44,330.48,RO67890123,SC Agrotrans Olt SRL,
FC1958,2025-06-02,factura,issued,P022,Filtru combustibil universal,26,23.98,623.48,RO90123456,SC Bazele Agriculturii SRL,
FC1958,2025-06-02,factura,issued,P017,Pompa injectie Lucas DPC,1,819.88,819.88,RO90123456,SC Bazele Agriculturii SRL,
FC1958,2025-06-02,factura,issued,P013,Termostat motor 82C,18,33.43,601.74,RO90123456,SC Bazele Agriculturii SRL,
FC1958,2025-06-02,factura,issued,P004,Bujie tractor U650,38,13.07,496.66,RO90123456,SC Bazele Agriculturii SRL,
RF5353,2025-06-02,factura,received,P011,SEMERING NBR 50x72x10 DIN3760,141,4.67,658.47,RO40000001,SC Rulmenti SA Barlad,
FC1594,2025-06-03,factura,issued,P009,Filtru aer motor John Deere,23,60.64,1394.72,RO45678901,SC Agroservice Dobrogea SRL,
FC1891,2025-06-03,factura,issued,P024,Garnitura capac distributie,6,15.9,95.4,RO89012345,SC Piese Tractor Nord SRL,
FC1891,2025-06-03,factura,issued,P008,Garnitura chiulasa U650,4,100.07,400.28,RO89012345,SC Piese Tractor Nord SRL,
FC1891,2025-06-03,factura,issued,P019,Bieleta directie tractor,5,71.41,357.05,RO89012345,SC Piese Tractor Nord SRL,
FC1155,2025-06-04,factura,issued,P019,Bieleta directie tractor,11,71.04,781.44,RO12345678,SC Agro Muntenia SRL,
FC1155,2025-06-04,factura,issued,P004,Bujie tractor U650,70,12.77,893.9,RO12345678,SC Agro Muntenia SRL,
FC2071,2025-06-04,factura,issued,P016,Injector motor diesel Perkins,8,152.25,1218.0,RO11223344,SC Agro Suceava SRL,
FC1156,2025-06-06,factura,issued,P025,Cablu ambreiaj U651,6,29.19,175.14,RO12345678,SC Agro Muntenia SRL,
FC1156,2025-06-06,factura,issued,P023,Radiator apa tractor 4 cilindri,4,322.09,1288.36,RO12345678,SC Agro Muntenia SRL,
FC1156,2025-06-06,factura,issued,P024,Garnitura capac distributie,8,15.93,127.44,RO12345678,SC Agro Muntenia SRL,
FC1367,2025-06-06,factura,issued,P016,Injector motor diesel Perkins,7,157.0,1099.0,RO78901234,SC Holding Cereale SRL,
FC1367,2025-06-06,factura,issued,P013,Termostat motor 82C,11,34.11,375.21,RO78901234,SC Holding Cereale SRL,
FC1367,2025-06-06,factura,issued,P023,Radiator apa tractor 4 cilindri,1,312.93,312.93,RO78901234,SC Holding Cereale SRL,
FC1157,2025-06-09,factura,issued,P005,Disc frictiune ambreiaj U650,9,224.4,2019.6,RO12345678,SC Agro Muntenia SRL,
FC1595,2025-06-09,factura,issued,P013,Termostat motor 82C,12,32.75,393.0,RO45678901,SC Agroservice Dobrogea SRL,
FC1595,2025-06-09,factura,issued,P007,Furtun hidraulic 1/2 1m,25,38.82,970.5,RO45678901,SC Agroservice Dobrogea SRL,
FC1595,2025-06-09,factura,issued,P010,Bolt piston 80mm,16,18.42,294.72,RO45678901,SC Agroservice Dobrogea SRL,
FC1675,2025-06-09,factura,issued,P004,Bujie tractor U650,33,13.35,440.55,RO23456789,SC Ferma Verde SRL,
FC1675,2025-06-09,factura,issued,P001,Rulment 6205-2RS SKF,23,30.18,694.14,RO23456789,SC Ferma Verde SRL,
FC1675,2025-06-09,factura,issued,P008,Garnitura chiulasa U650,7,101.41,709.87,RO23456789,SC Ferma Verde SRL,
FC1675,2025-06-09,factura,issued,P026,Buton contact pornire,4,9.53,38.12,RO23456789,SC Ferma Verde SRL,
FC2144,2025-06-09,factura,issued,P019,Bieleta directie tractor,8,70.53,564.24,RO22334455,SC Utilaje Iasi SRL,
FC2144,2025-06-09,factura,issued,P001,Rulment 6205-2RS SKF,20,31.32,626.4,RO22334455,SC Utilaje Iasi SRL,
FC2144,2025-06-09,factura,issued,P011,Semering ax roata 50x72x10,36,10.43,375.48,RO22334455,SC Utilaje Iasi SRL,
FC2144,2025-06-09,factura,issued,P020,Rulment roata fata 6307,7,45.72,320.04,RO22334455,SC Utilaje Iasi SRL,
FC2201,2025-06-09,factura,issued,P004,Bujie tractor U650,35,12.86,450.1,RO33445566,SC Agro Moldova SRL,
FC2201,2025-06-09,factura,issued,P008,Garnitura chiulasa U650,5,97.13,485.65,RO33445566,SC Agro Moldova SRL,
RF5252,2025-06-10,factura,received,P003,FILTRU HIDRAULIC BT8459 / P550228,76,44.48,3380.48,RO40000005,SC Pompe si Filtre SRL,
RF5499,2025-06-10,factura,received,P013,TERMOSTAT 82 GRADE UNIVERSAL,99,15.28,1512.72,RO40000003,SC Auto Parts Distribution SA,
FC1158,2025-06-11,factura,issued,P005,Disc frictiune ambreiaj U650,14,223.01,3122.14,RO12345678,SC Agro Muntenia SRL,
FC1158,2025-06-11,factura,issued,P004,Bujie tractor U650,67,12.65,847.55,RO12345678,SC Agro Muntenia SRL,
FC1368,2025-06-11,factura,issued,P011,Semering ax roata 50x72x10,25,10.46,261.5,RO78901234,SC Holding Cereale SRL,
FC1368,2025-06-11,factura,issued,P017,Pompa injectie Lucas DPC,1,833.87,833.87,RO78901234,SC Holding Cereale SRL,
RF5229,2025-06-11,factura,received,P019,BIELETA DIRECTIE CAT.2 500MM,40,36.58,1463.2,RO40000002,SC Hidraulica Industriala SRL,
FC1369,2025-06-12,storno,issued,P011,Semering ax roata 50x72x10,-1,10.03,-10.03,RO78901234,SC Holding Cereale SRL,FC1368
RF5107,2025-06-12,factura,received,P005,DISC AMBREIAJ COMPLET U-650 MAN,70,114.98,8048.6,RO40000004,SC Agro Import SRL,
FC1497,2025-06-13,factura,issued,P008,Garnitura chiulasa U650,6,99.89,599.34,RO34567890,SC Tehnica Agricola SA,
FC1497,2025-06-13,factura,issued,P001,Rulment 6205-2RS SKF,32,31.13,996.16,RO34567890,SC Tehnica Agricola SA,
FC1497,2025-06-13,factura,issued,P021,Placuta frana set 4buc,7,92.76,649.32,RO34567890,SC Tehnica Agricola SA,
FC2015,2025-06-13,factura,issued,P003,Filtru ulei hidraulic JCB,8,85.29,682.32,RO01234567,SC Mecanica Campului SRL,
RF5303,2025-06-13,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,36,50.5,1818.0,RO40000004,SC Agro Import SRL,
RF5525,2025-06-13,factura,received,P009,FILTRU AER PRIMAR JD AR50041,49,30.95,1516.55,RO40000005,SC Pompe si Filtre SRL,
RF5078,2025-06-15,factura,received,P004,BUJIE M14x1.25 ECH. U650,633,6.25,3956.25,RO40000003,SC Auto Parts Distribution SA,
FC1159,2025-06-16,factura,issued,P004,Bujie tractor U650,72,12.84,924.48,RO12345678,SC Agro Muntenia SRL,
FC1159,2025-06-16,factura,issued,P016,Injector motor diesel Perkins,13,150.93,1962.09,RO12345678,SC Agro Muntenia SRL,
FC1159,2025-06-16,factura,issued,P008,Garnitura chiulasa U650,7,102.59,718.13,RO12345678,SC Agro Muntenia SRL,
FC1370,2025-06-16,factura,issued,P021,Placuta frana set 4buc,8,91.01,728.08,RO78901234,SC Holding Cereale SRL,
FC1370,2025-06-16,factura,issued,P012,Lant transmisie 428H-128L,10,56.81,568.1,RO78901234,SC Holding Cereale SRL,
FC1370,2025-06-16,factura,issued,P010,Bolt piston 80mm,15,19.1,286.5,RO78901234,SC Holding Cereale SRL,
FC1370,2025-06-16,factura,issued,P017,Pompa injectie Lucas DPC,1,822.41,822.41,RO78901234,SC Holding Cereale SRL,
FC1748,2025-06-16,factura,issued,P015,Electromotor 12V 2.2kW recond.,4,302.02,1208.08,RO56789012,SC Utilaje Campiei SRL,
FC1748,2025-06-16,factura,issued,P016,Injector motor diesel Perkins,8,153.27,1226.16,RO56789012,SC Utilaje Campiei SRL,
FC1748,2025-06-16,factura,issued,P019,Bieleta directie tractor,9,72.49,652.41,RO56789012,SC Utilaje Campiei SRL,
FC1818,2025-06-16,factura,issued,P005,Disc frictiune ambreiaj U650,7,218.11,1526.77,RO67890123,SC Agrotrans Olt SRL,
FC1818,2025-06-16,factura,issued,P024,Garnitura capac distributie,8,16.21,129.68,RO67890123,SC Agrotrans Olt SRL,
FC1818,2025-06-16,factura,issued,P013,Termostat motor 82C,11,32.47,357.17,RO67890123,SC Agrotrans Olt SRL,
FC1892,2025-06-16,factura,issued,P024,Garnitura capac distributie,6,15.72,94.32,RO89012345,SC Piese Tractor Nord SRL,
FC1892,2025-06-16,factura,issued,P005,Disc frictiune ambreiaj U650,1,218.52,218.52,RO89012345,SC Piese Tractor Nord SRL,
FC1959,2025-06-16,factura,issued,P010,Bolt piston 80mm,12,18.73,224.76,RO90123456,SC Bazele Agriculturii SRL,
FC1959,2025-06-16,factura,issued,P016,Injector motor diesel Perkins,8,148.55,1188.4,RO90123456,SC Bazele Agriculturii SRL,
FC1959,2025-06-16,factura,issued,P013,Termostat motor 82C,7,34.03,238.21,RO90123456,SC Bazele Agriculturii SRL,
FC1959,2025-06-16,factura,issued,P009,Filtru aer motor John Deere,8,61.69,493.52,RO90123456,SC Bazele Agriculturii SRL,
FC2072,2025-06-16,factura,issued,P004,Bujie tractor U650,30,12.93,387.9,RO11223344,SC Agro Suceava SRL,
FC2072,2025-06-16,factura,issued,P018,Arc supapa motor D-110,50,7.02,351.0,RO11223344,SC Agro Suceava SRL,
RF5405,2025-06-16,factura,received,P001,RULMENT 6205-2RS/C3 DIN625,190,15.77,2996.3,RO40000001,SC Rulmenti SA Barlad,
RF5429,2025-06-16,factura,received,P006,POMPA HIDRO. ANGRENAJ GP1 80CC,52,275.74,14338.48,RO40000004,SC Agro Import SRL,
RF5182,2025-06-17,factura,received,P022,FILTRU MOTORINA WF 8046 UNIV.,80,11.39,911.2,RO40000005,SC Pompe si Filtre SRL,
FC1160,2025-06-18,factura,issued,P004,Bujie tractor U650,72,12.94,931.68,RO12345678,SC Agro Muntenia SRL,
FC1160,2025-06-18,factura,issued,P024,Garnitura capac distributie,20,15.71,314.2,RO12345678,SC Agro Muntenia SRL,
FC1160,2025-06-18,factura,issued,P003,Filtru ulei hidraulic JCB,15,85.55,1283.25,RO12345678,SC Agro Muntenia SRL,
FC1596,2025-06-18,factura,issued,P006,Pompa hidraulica seria 1,7,558.17,3907.19,RO45678901,SC Agroservice Dobrogea SRL,
FC2202,2025-06-18,factura,issued,P026,Buton contact pornire,9,9.45,85.05,RO33445566,SC Agro Moldova SRL,
FC2202,2025-06-18,factura,issued,P004,Bujie tractor U650,37,12.7,469.9,RO33445566,SC Agro Moldova SRL,
FC2202,2025-06-18,factura,issued,P012,Lant transmisie 428H-128L,11,58.01,638.11,RO33445566,SC Agro Moldova SRL,
FC2202,2025-06-18,factura,issued,P013,Termostat motor 82C,13,33.81,439.53,RO33445566,SC Agro Moldova SRL,
RF5378,2025-06-18,factura,received,P016,INJECTOR ASS. PERKINS 3.152,78,72.12,5625.36,RO40000004,SC Agro Import SRL,
FC1371,2025-06-20,factura,issued,P003,Filtru ulei hidraulic JCB,8,87.15,697.2,RO78901234,SC Holding Cereale SRL,
FC2145,2025-06-20,factura,issued,P011,Semering ax roata 50x72x10,26,9.95,258.7,RO22334455,SC Utilaje Iasi SRL,
FC2145,2025-06-20,factura,issued,P021,Placuta frana set 4buc,5,89.43,447.15,RO22334455,SC Utilaje Iasi SRL,
RF5048,2025-06-20,factura,received,P026,CONTACT CHEIE PORNIRE 2 POZITII,26,3.98,103.48,RO40000003,SC Auto Parts Distribution SA,
RF5552,2025-06-20,factura,received,P021,KIT PLACUTE FRANA FATA 4BUC,44,43.01,1892.44,RO40000003,SC Auto Parts Distribution SA,
RF5579,2025-06-21,factura,received,P010,BOLT PISTON D=80MM OTEL 42CrMo,108,9.25,999.0,RO40000004,SC Agro Import SRL,
FC1161,2025-06-23,factura,issued,P013,Termostat motor 82C,22,32.47,714.34,RO12345678,SC Agro Muntenia SRL,
FC1161,2025-06-23,factura,issued,P007,Furtun hidraulic 1/2 1m,29,38.41,1113.89,RO12345678,SC Agro Muntenia SRL,
FC1372,2025-06-23,factura,issued,P010,Bolt piston 80mm,17,19.24,327.08,RO78901234,SC Holding Cereale SRL,
FC1372,2025-06-23,factura,issued,P016,Injector motor diesel Perkins,5,153.91,769.55,RO78901234,SC Holding Cereale SRL,
FC1498,2025-06-23,factura,issued,P002,Curea trapezoidala B68,31,23.34,723.54,RO34567890,SC Tehnica Agricola SA,
FC1676,2025-06-23,factura,issued,P004,Bujie tractor U650,44,12.62,555.28,RO23456789,SC Ferma Verde SRL,
FC1676,2025-06-23,factura,issued,P005,Disc frictiune ambreiaj U650,5,227.36,1136.8,RO23456789,SC Ferma Verde SRL,
FC1960,2025-06-23,factura,issued,P022,Filtru combustibil universal,26,23.31,606.06,RO90123456,SC Bazele Agriculturii SRL,
FC1960,2025-06-23,factura,issued,P009,Filtru aer motor John Deere,16,61.21,979.36,RO90123456,SC Bazele Agriculturii SRL,
FC1960,2025-06-23,factura,issued,P016,Injector motor diesel Perkins,6,149.72,898.32,RO90123456,SC Bazele Agriculturii SRL,
RF5132,2025-06-23,factura,received,P020,RULMENT RADIAL 6307-2Z SKF,47,21.74,1021.78,RO40000001,SC Rulmenti SA Barlad,
FC1162,2025-06-25,factura,issued,P006,Pompa hidraulica seria 1,9,532.43,4791.87,RO12345678,SC Agro Muntenia SRL,
FC1162,2025-06-25,factura,issued,P005,Disc frictiune ambreiaj U650,13,217.0,2821.0,RO12345678,SC Agro Muntenia SRL,
FC1162,2025-06-25,factura,issued,P026,Buton contact pornire,9,9.6,86.4,RO12345678,SC Agro Muntenia SRL,
FC1597,2025-06-25,factura,issued,P006,Pompa hidraulica seria 1,3,557.22,1671.66,RO45678901,SC Agroservice Dobrogea SRL,
FC1597,2025-06-25,factura,issued,P007,Furtun hidraulic 1/2 1m,34,37.64,1279.76,RO45678901,SC Agroservice Dobrogea SRL,
FC1597,2025-06-25,factura,issued,P013,Termostat motor 82C,7,33.07,231.49,RO45678901,SC Agroservice Dobrogea SRL,
FC1749,2025-06-25,factura,issued,P001,Rulment 6205-2RS SKF,25,30.67,766.75,RO56789012,SC Utilaje Campiei SRL,
FC1749,2025-06-25,factura,issued,P011,Semering ax roata 50x72x10,30,10.08,302.4,RO56789012,SC Utilaje Campiei SRL,
FC1749,2025-06-25,factura,issued,P021,Placuta frana set 4buc,8,90.63,725.04,RO56789012,SC Utilaje Campiei SRL,
RF5275,2025-06-26,factura,received,P007,FURTUN HID. SAE100R2 DN12 1.0M,138,18.76,2588.88,RO40000002,SC Hidraulica Industriala SRL,
FC1163,2025-06-27,factura,issued,P006,Pompa hidraulica seria 1,3,534.87,1604.61,RO12345678,SC Agro Muntenia SRL,
FC1163,2025-06-27,factura,issued,P004,Bujie tractor U650,72,13.01,936.72,RO12345678,SC Agro Muntenia SRL,
FC1163,2025-06-27,factura,issued,P010,Bolt piston 80mm,18,18.63,335.34,RO12345678,SC Agro Muntenia SRL,
FC1163,2025-06-27,factura,issued,P008,Garnitura chiulasa U650,3,100.29,300.87,RO12345678,SC Agro Muntenia SRL,
FC1373,2025-06-27,factura,issued,P013,Termostat motor 82C,11,32.73,360.03,RO78901234,SC Holding Cereale SRL,
FC1373,2025-06-27,factura,issued,P021,Placuta frana set 4buc,7,90.03,630.21,RO78901234,SC Holding Cereale SRL,
FC1893,2025-06-27,factura,issued,P005,Disc frictiune ambreiaj U650,2,219.76,439.52,RO89012345,SC Piese Tractor Nord SRL,
RF5439,2025-06-27,factura,received,P015,ELECTROM. RECONDIT. 12V 2.2KW,13,149.46,1942.98,RO40000003,SC Auto Parts Distribution SA,
RF5472,2025-06-27,factura,received,P018,ARC SUPAPA MOTOR D110 SET 2BUC,168,3.07,515.76,RO40000004,SC Agro Import SRL,
RF5108,2025-06-29,factura,received,P005,DISC AMBREIAJ COMPLET U-650 MAN,76,112.47,8547.72,RO40000004,SC Agro Import SRL,
RF5354,2025-06-29,factura,received,P011,SEMERING NBR 50x72x10 DIN3760,131,4.69,614.39,RO40000001,SC Rulmenti SA Barlad,
FC1164,2025-06-30,factura,issued,P008,Garnitura chiulasa U650,8,99.56,796.48,RO12345678,SC Agro Muntenia SRL,
FC1164,2025-06-30,factura,issued,P024,Garnitura capac distributie,21,15.74,330.54,RO12345678,SC Agro Muntenia SRL,
FC1374,2025-06-30,factura,issued,P016,Injector motor diesel Perkins,7,148.47,1039.29,RO78901234,SC Holding Cereale SRL,
FC1819,2025-06-30,factura,issued,P013,Termostat motor 82C,13,33.5,435.5,RO67890123,SC Agrotrans Olt SRL,
FC1819,2025-06-30,factura,issued,P022,Filtru combustibil universal,28,23.7,663.6,RO67890123,SC Agrotrans Olt SRL,
FC1819,2025-06-30,factura,issued,P016,Injector motor diesel Perkins,10,156.84,1568.4,RO67890123,SC Agrotrans Olt SRL,
FC2016,2025-06-30,factura,issued,P015,Electromotor 12V 2.2kW recond.,1,298.03,298.03,RO01234567,SC Mecanica Campului SRL,
FC2016,2025-06-30,factura,issued,P023,Radiator apa tractor 4 cilindri,1,323.5,323.5,RO01234567,SC Mecanica Campului SRL,
FC2073,2025-06-30,factura,issued,P018,Arc supapa motor D-110,44,6.69,294.36,RO11223344,SC Agro Suceava SRL,
FC2073,2025-06-30,factura,issued,P001,Rulment 6205-2RS SKF,36,31.22,1123.92,RO11223344,SC Agro Suceava SRL,
FC2203,2025-06-30,factura,issued,P024,Garnitura capac distributie,8,16.21,129.68,RO33445566,SC Agro Moldova SRL,
FC2203,2025-06-30,factura,issued,P025,Cablu ambreiaj U651,2,29.6,59.2,RO33445566,SC Agro Moldova SRL,
FC2203,2025-06-30,factura,issued,P004,Bujie tractor U650,26,12.7,330.2,RO33445566,SC Agro Moldova SRL,
RF5304,2025-06-30,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,47,50.66,2381.02,RO40000004,SC Agro Import SRL,
RF5329,2025-06-30,factura,received,P002,CUREA B-68 LA TRAPEZ,99,11.43,1131.57,RO40000003,SC Auto Parts Distribution SA,
FC1499,2025-07-01,factura,issued,P002,Curea trapezoidala B68,22,23.04,506.88,RO34567890,SC Tehnica Agricola SA,
FC1499,2025-07-01,factura,issued,P007,Furtun hidraulic 1/2 1m,13,38.39,499.07,RO34567890,SC Tehnica Agricola SA,
FC1499,2025-07-01,factura,issued,P020,Rulment roata fata 6307,9,43.99,395.91,RO34567890,SC Tehnica Agricola SA,
FC1499,2025-07-01,factura,issued,P001,Rulment 6205-2RS SKF,31,31.26,969.06,RO34567890,SC Tehnica Agricola SA,
RF5500,2025-07-01,factura,received,P013,TERMOSTAT 82 GRADE UNIVERSAL,78,15.1,1177.8,RO40000003,SC Auto Parts Distribution SA,
FC1165,2025-07-02,factura,issued,P008,Garnitura chiulasa U650,8,100.78,806.24,RO12345678,SC Agro Muntenia SRL,
FC1750,2025-07-02,factura,issued,P002,Curea trapezoidala B68,17,22.99,390.83,RO56789012,SC Utilaje Campiei SRL,
FC1750,2025-07-02,factura,issued,P020,Rulment roata fata 6307,8,44.47,355.76,RO56789012,SC Utilaje Campiei SRL,
RF5018,2025-07-02,factura,received,P024,GARNITURA CAPAC DISTRIBUTIE SET,87,7.14,621.18,RO40000004,SC Agro Import SRL,
RF5160,2025-07-03,factura,received,P025,CABLU AMBREIAJ L=1200 TRACTORAS,20,12.78,255.6,RO40000003,SC Auto Parts Distribution SA,
FC1166,2025-07-04,factura,issued,P026,Buton contact pornire,10,9.6,96.0,RO12345678,SC Agro Muntenia SRL,
FC1166,2025-07-04,factura,issued,P005,Disc frictiune ambreiaj U650,12,220.39,2644.68,RO12345678,SC Agro Muntenia SRL,
FC1375,2025-07-04,factura,issued,P009,Filtru aer motor John Deere,10,62.92,629.2,RO78901234,SC Holding Cereale SRL,
FC1375,2025-07-04,factura,issued,P001,Rulment 6205-2RS SKF,25,30.53,763.25,RO78901234,SC Holding Cereale SRL,
FC2146,2025-07-04,factura,issued,P001,Rulment 6205-2RS SKF,25,31.33,783.25,RO22334455,SC Utilaje Iasi SRL,
FC2146,2025-07-04,factura,issued,P019,Bieleta directie tractor,5,73.15,365.75,RO22334455,SC Utilaje Iasi SRL,
FC2146,2025-07-04,factura,issued,P021,Placuta frana set 4buc,5,91.98,459.9,RO22334455,SC Utilaje Iasi SRL,
RF5205,2025-07-04,factura,received,P017,POMPA INJECTIE LUCAS DPC 4CIL,5,423.15,2115.75,RO40000004,SC Agro Import SRL,
FC1167,2025-07-07,factura,issued,P008,Garnitura chiulasa U650,12,99.55,1194.6,RO12345678,SC Agro Muntenia SRL,
FC1167,2025-07-07,factura,issued,P004,Bujie tractor U650,59,12.91,761.69,RO12345678,SC Agro Muntenia SRL,
FC1500,2025-07-07,factura,issued,P011,Semering ax roata 50x72x10,35,10.32,361.2,RO34567890,SC Tehnica Agricola SA,
FC1500,2025-07-07,factura,issued,P023,Radiator apa tractor 4 cilindri,1,321.02,321.02,RO34567890,SC Tehnica Agricola SA,
FC1500,2025-07-07,factura,issued,P001,Rulment 6205-2RS SKF,24,30.41,729.84,RO34567890,SC Tehnica Agricola SA,
FC1598,2025-07-07,factura,issued,P016,Injector motor diesel Perkins,7,152.89,1070.23,RO45678901,SC Agroservice Dobrogea SRL,
FC1598,2025-07-07,factura,issued,P017,Pompa injectie Lucas DPC,2,844.16,1688.32,RO45678901,SC Agroservice Dobrogea SRL,
FC1677,2025-07-07,factura,issued,P022,Filtru combustibil universal,19,24.38,463.22,RO23456789,SC Ferma Verde SRL,
FC1677,2025-07-07,factura,issued,P005,Disc frictiune ambreiaj U650,8,215.35,1722.8,RO23456789,SC Ferma Verde SRL,
FC1894,2025-07-07,factura,issued,P005,Disc frictiune ambreiaj U650,4,215.8,863.2,RO89012345,SC Piese Tractor Nord SRL,
FC1894,2025-07-07,factura,issued,P020,Rulment roata fata 6307,15,44.17,662.55,RO89012345,SC Piese Tractor Nord SRL,
FC1894,2025-07-07,factura,issued,P008,Garnitura chiulasa U650,4,98.41,393.64,RO89012345,SC Piese Tractor Nord SRL,
RF5230,2025-07-08,factura,received,P019,BIELETA DIRECTIE CAT.2 500MM,41,36.96,1515.36,RO40000002,SC Hidraulica Industriala SRL,
FC1961,2025-07-09,factura,issued,P004,Bujie tractor U650,27,12.86,347.22,RO90123456,SC Bazele Agriculturii SRL,
FC1961,2025-07-09,factura,issued,P022,Filtru combustibil universal,30,25.25,757.5,RO90123456,SC Bazele Agriculturii SRL,
FC1168,2025-07-10,factura,issued,P024,Garnitura capac distributie,8,15.91,127.28,RO12345678,SC Agro Muntenia SRL,
FC1168,2025-07-10,factura,issued,P005,Disc frictiune ambreiaj U650,13,221.33,2877.29,RO12345678,SC Agro Muntenia SRL,
FC1168,2025-07-10,factura,issued,P025,Cablu ambreiaj U651,9,28.56,257.04,RO12345678,SC Agro Muntenia SRL,
FC1168,2025-07-10,factura,issued,P004,Bujie tractor U650,59,13.2,778.8,RO12345678,SC Agro Muntenia SRL,
FC1376,2025-07-10,factura,issued,P018,Arc supapa motor D-110,20,6.94,138.8,RO78901234,SC Holding Cereale SRL,
FC1376,2025-07-10,factura,issued,P010,Bolt piston 80mm,18,19.36,348.48,RO78901234,SC Holding Cereale SRL,
FC1376,2025-07-10,factura,issued,P011,Semering ax roata 50x72x10,21,10.32,216.72,RO78901234,SC Holding Cereale SRL,
RF5183,2025-07-10,factura,received,P022,FILTRU MOTORINA WF 8046 UNIV.,117,11.27,1318.59,RO40000005,SC Pompe si Filtre SRL,
FC1501,2025-07-11,factura,issued,P020,Rulment roata fata 6307,18,43.93,790.74,RO34567890,SC Tehnica Agricola SA,
FC1501,2025-07-11,factura,issued,P021,Placuta frana set 4buc,11,92.3,1015.3,RO34567890,SC Tehnica Agricola SA,
FC1501,2025-07-11,factura,issued,P019,Bieleta directie tractor,2,72.46,144.92,RO34567890,SC Tehnica Agricola SA,
FC1501,2025-07-11,factura,issued,P002,Curea trapezoidala B68,20,22.61,452.2,RO34567890,SC Tehnica Agricola SA,
FC2074,2025-07-11,factura,issued,P013,Termostat motor 82C,5,32.7,163.5,RO11223344,SC Agro Suceava SRL,
FC2074,2025-07-11,factura,issued,P017,Pompa injectie Lucas DPC,1,816.9,816.9,RO11223344,SC Agro Suceava SRL,
FC2074,2025-07-11,factura,issued,P010,Bolt piston 80mm,10,19.22,192.2,RO11223344,SC Agro Suceava SRL,
RF5079,2025-07-12,factura,received,P004,BUJIE M14x1.25 ECH. U650,275,6.37,1751.75,RO40000003,SC Auto Parts Distribution SA,
RF5607,2025-07-13,factura,received,P012,LANT SIMPLU 428H 128 ZALE,38,26.16,994.08,RO40000003,SC Auto Parts Distribution SA,
FC1169,2025-07-14,factura,issued,P024,Garnitura capac distributie,14,15.45,216.3,RO12345678,SC Agro Muntenia SRL,
FC1169,2025-07-14,factura,issued,P004,Bujie tractor U650,65,13.19,857.35,RO12345678,SC Agro Muntenia SRL,
FC1169,2025-07-14,factura,issued,P005,Disc frictiune ambreiaj U650,12,215.29,2583.48,RO12345678,SC Agro Muntenia SRL,
FC1820,2025-07-14,factura,issued,P010,Bolt piston 80mm,14,18.87,264.18,RO67890123,SC Agrotrans Olt SRL,
FC2017,2025-07-14,factura,issued,P019,Bieleta directie tractor,6,70.9,425.4,RO01234567,SC Mecanica Campului SRL,
FC2017,2025-07-14,factura,issued,P007,Furtun hidraulic 1/2 1m,13,39.1,508.3,RO01234567,SC Mecanica Campului SRL,
FC2204,2025-07-14,factura,issued,P024,Garnitura capac distributie,5,15.36,76.8,RO33445566,SC Agro Moldova SRL,
RF5049,2025-07-14,factura,received,P026,CONTACT CHEIE PORNIRE 2 POZITII,28,4.07,113.96,RO40000003,SC Auto Parts Distribution SA,
RF5406,2025-07-14,factura,received,P001,RULMENT 6205-2RS/C3 DIN625,256,16.02,4101.12,RO40000001,SC Rulmenti SA Barlad,
RF5526,2025-07-14,factura,received,P009,FILTRU AER PRIMAR JD AR50041,52,30.5,1586.0,RO40000005,SC Pompe si Filtre SRL,
RF5553,2025-07-14,factura,received,P021,KIT PLACUTE FRANA FATA 4BUC,35,41.58,1455.3,RO40000003,SC Auto Parts Distribution SA,
FC1170,2025-07-15,factura,issued,P008,Garnitura chiulasa U650,6,101.03,606.18,RO12345678,SC Agro Muntenia SRL,
FC1170,2025-07-15,factura,issued,P019,Bieleta directie tractor,13,73.65,957.45,RO12345678,SC Agro Muntenia SRL,
FC1377,2025-07-15,factura,issued,P010,Bolt piston 80mm,11,19.48,214.28,RO78901234,SC Holding Cereale SRL,
FC1377,2025-07-15,factura,issued,P013,Termostat motor 82C,13,33.5,435.5,RO78901234,SC Holding Cereale SRL,
FC1599,2025-07-15,factura,issued,P011,Semering ax roata 50x72x10,27,10.15,274.05,RO45678901,SC Agroservice Dobrogea SRL,
FC1599,2025-07-15,factura,issued,P019,Bieleta directie tractor,10,70.18,701.8,RO45678901,SC Agroservice Dobrogea SRL,
FC1751,2025-07-15,factura,issued,P013,Termostat motor 82C,9,33.39,300.51,RO56789012,SC Utilaje Campiei SRL,
FC1751,2025-07-15,factura,issued,P012,Lant transmisie 428H-128L,7,57.68,403.76,RO56789012,SC Utilaje Campiei SRL,
RF5473,2025-07-15,factura,received,P018,ARC SUPAPA MOTOR D110 SET 2BUC,110,3.04,334.4,RO40000004,SC Agro Import SRL,
FC1678,2025-07-16,factura,issued,P025,Cablu ambreiaj U651,1,29.04,29.04,RO23456789,SC Ferma Verde SRL,
FC2147,2025-07-16,factura,issued,P020,Rulment roata fata 6307,8,44.68,357.44,RO22334455,SC Utilaje Iasi SRL,
FC1171,2025-07-18,factura,issued,P006,Pompa hidraulica seria 1,6,551.35,3308.1,RO12345678,SC Agro Muntenia SRL,
